date,sku_id,actual_qty
2025-06-09,SKU-02989,1
2025-06-09,SKU-03126,1
2025-06-09,SKU-03139,1
2025-06-09,SKU-03145,1
2025-06-09,SKU-03198,1
2025-06-09,SKU-03362,1
2025-06-09,SKU-03378,-1
2025-06-09,SKU-03381,3
2025-06-09,SKU-03385,1
2025-06-09,SKU-03565,2
2025-06-09,SKU-03574,1
2025-06-09,SKU-03632,0
2025-06-09,SKU-03648,1
2025-06-09,SKU-03679,-4
2025-06-09,SKU-03772,3
2025-06-09,SKU-03799,1
2025-06-09,SKU-03835,1
2025-06-09,SKU-03849,5
2025-06-09,SKU-03896,5
2025-06-09,SKU-03904,20
2025-06-09,SKU-03940,-1
2025-06-09,SKU-03980,1
2025-06-09,SKU-03981,1
2025-06-09,SKU-03985,2
2025-06-09,SKU-03986,2
2025-06-09,SKU-04064,-1
2025-06-09,SKU-04163,3
2025-06-09,SKU-04176,1
2025-06-09,SKU-04184,2
2025-06-09,SKU-04187,11
2025-06-09,SKU-04209,3
2025-06-09,SKU-04224,1
2025-06-09,SKU-04230,1
2025-06-09,SKU-04241,1
2025-06-09,SKU-04252,2
2025-06-09,SKU-04258,1
2025-06-09,SKU-04262,2
2025-06-09,SKU-04268,19
2025-06-09,SKU-04416,1
2025-06-09,SKU-04573,1
2025-06-09,SKU-04576,1
2025-06-09,SKU-04733,2
2025-06-09,SKU-04814,1
2025-06-09,SKU-04817,1
2025-06-09,SKU-04827,1
2025-06-09,SKU-04831,1
2025-06-09,SKU-04871,3
2025-06-09,SKU-04892,2
2025-06-09,SKU-04949,1
2025-06-09,SKU-05053,2
2025-06-09,SKU-05135,2
2025-06-09,SKU-05142,1
2025-06-09,SKU-05143,1
2025-06-09,SKU-05242,2
2025-06-09,SKU-05344,2
2025-06-09,SKU-05373,1
2025-06-09,SKU-05409,2
2025-06-09,SKU-05584,1
2025-06-09,SKU-05585,1
2025-06-09,SKU-05653,5
2025-06-09,SKU-05707,1
2025-06-09,SKU-05713,-2
2025-06-09,SKU-05818,1
2025-06-09,SKU-05901,1
2025-06-09,SKU-05989,2
2025-06-09,SKU-06003,2
2025-06-09,SKU-06151,4
2025-06-09,SKU-06158,4
2025-06-09,SKU-06205,5
2025-06-09,SKU-06318,4
2025-06-09,SKU-06325,2
2025-06-09,SKU-06333,2
2025-06-09,SKU-06362,2
2025-06-09,SKU-06369,2
2025-06-09,SKU-06414,1
2025-06-09,SKU-06456,1
2025-06-09,SKU-06551,1
2025-06-09,SKU-06577,2
2025-06-09,SKU-06608,2
2025-06-09,SKU-06651,2
2025-06-09,SKU-06655,7
2025-06-09,SKU-06670,1
2025-06-09,SKU-06677,1
2025-06-09,SKU-06678,3
2025-06-09,SKU-06689,25
2025-06-09,SKU-06772,9
2025-06-09,SKU-06802,1
2025-06-09,SKU-06816,1
2025-06-09,SKU-06827,11
2025-06-09,SKU-06833,23
2025-06-09,SKU-06906,1
2025-06-09,SKU-06908,8
2025-06-09,SKU-06929,36
2025-06-09,SKU-07052,1
2025-06-09,SKU-07118,4
2025-06-09,SKU-07171,6
2025-06-09,SKU-07206,2
2025-06-09,SKU-07207,2
2025-06-09,SKU-07256,4
2025-06-09,SKU-07369,1
2025-06-09,SKU-07381,1
2025-06-09,SKU-07398,2
2025-06-09,SKU-07429,2
2025-06-09,SKU-07431,2
2025-06-09,SKU-07537,4
2025-06-09,SKU-07569,-2
2025-06-09,SKU-07587,2
2025-06-09,SKU-07636,1
2025-06-09,SKU-07785,2
2025-06-09,SKU-07867,1
2025-06-09,SKU-08020,2
2025-06-09,SKU-08207,2
2025-06-09,SKU-08289,2
2025-06-09,SKU-08324,0
2025-06-09,SKU-08353,2
2025-06-09,SKU-08372,-1
2025-06-09,SKU-08381,1
2025-06-09,SKU-08587,1
2025-06-09,SKU-08633,1
2025-06-09,SKU-08645,25
2025-06-09,SKU-08649,3
2025-06-09,SKU-08871,1
2025-06-09,SKU-08897,1
2025-06-09,SKU-08899,1
2025-06-09,SKU-08967,1
2025-06-09,SKU-08971,1
2025-06-09,SKU-09103,1
2025-06-09,SKU-09112,1
2025-06-09,SKU-09158,1
2025-06-09,SKU-09238,-1
2025-06-09,SKU-09282,3
2025-06-09,SKU-09295,2
2025-06-09,SKU-09296,4
2025-06-09,SKU-09323,1
2025-06-09,SKU-09345,1
2025-06-09,SKU-09364,1
2025-06-09,SKU-09370,5
2025-06-09,SKU-09400,8
2025-06-09,SKU-09415,2
2025-06-09,SKU-09435,1
2025-06-09,SKU-09438,1
2025-06-09,SKU-09521,15
2025-06-09,SKU-09524,5
2025-06-09,SKU-09553,1
2025-06-09,SKU-09576,1
2025-06-09,SKU-09580,6
2025-06-09,SKU-09582,1
2025-06-09,SKU-09587,5
2025-06-09,SKU-09594,1
2025-06-09,SKU-09616,1
2025-06-09,SKU-09618,-1
2025-06-09,SKU-09624,2
2025-06-09,SKU-09630,1
2025-06-09,SKU-09633,4
2025-06-09,SKU-09647,10
2025-06-09,SKU-09655,2
2025-06-09,SKU-09656,20
2025-06-09,SKU-09700,2
2025-06-09,SKU-09702,4
2025-06-09,SKU-09760,130
2025-06-09,SKU-09762,14
2025-06-09,SKU-09765,19
2025-06-09,SKU-09767,-2
2025-06-09,SKU-09773,3
2025-06-09,SKU-09784,4
2025-06-09,SKU-09839,1
2025-06-09,SKU-09904,2
2025-06-09,SKU-09910,1
2025-06-09,SKU-09913,1
2025-06-09,SKU-09945,3
2025-06-09,SKU-09960,1
2025-06-09,SKU-09993,1
2025-06-09,SKU-09997,2
2025-06-09,SKU-10000,1
2025-06-09,SKU-10052,2
2025-06-09,SKU-10054,21
2025-06-09,SKU-10076,1
2025-06-09,SKU-10117,8
2025-06-09,SKU-10121,16
2025-06-09,SKU-10127,-1
2025-06-09,SKU-10418,1
2025-06-09,SKU-10499,-1
2025-06-09,SKU-10532,12
2025-06-09,SKU-10535,8
2025-06-09,SKU-10854,1
2025-06-09,SKU-10877,7
2025-06-09,SKU-10904,6
2025-06-09,SKU-10906,2
2025-06-09,SKU-10978,6
2025-06-09,SKU-10980,10
2025-06-09,SKU-10981,6
2025-06-09,SKU-10984,5
2025-06-09,SKU-10989,15
2025-06-09,SKU-10991,6
2025-06-09,SKU-10994,5
2025-06-09,SKU-10998,20
2025-06-09,SKU-11004,20
2025-06-09,SKU-11007,2
2025-06-09,SKU-11008,21
2025-06-09,SKU-11011,1
2025-06-09,SKU-11014,40
2025-06-09,SKU-11046,1
2025-06-09,SKU-11069,-1
2025-06-09,SKU-11241,2
2025-06-09,SKU-11244,1
2025-06-09,SKU-11270,2
2025-06-09,SKU-11275,3
2025-06-09,SKU-11286,1
2025-06-09,SKU-11300,1
2025-06-09,SKU-11389,1
2025-06-09,SKU-11394,1
2025-06-09,SKU-11397,-1
2025-06-09,SKU-11814,2
2025-06-09,SKU-11817,2
2025-06-09,SKU-11837,1
2025-06-09,SKU-11846,1
2025-06-09,SKU-11885,2
2025-06-09,SKU-11889,2
2025-06-09,SKU-11891,2
2025-06-09,SKU-11896,2
2025-06-09,SKU-11899,3
2025-06-09,SKU-11900,2
2025-06-09,SKU-11924,-1
2025-06-09,SKU-11963,2
2025-06-09,SKU-11972,1
2025-06-09,SKU-11977,0
2025-06-09,SKU-11992,2
2025-06-09,SKU-12000,1
2025-06-09,SKU-12001,1
2025-06-09,SKU-12004,1
2025-06-09,SKU-12029,1
2025-06-09,SKU-12176,95
2025-06-09,SKU-12182,1
2025-06-09,SKU-12184,0
2025-06-09,SKU-12297,-1
2025-06-09,SKU-12330,4
2025-06-09,SKU-12433,1
2025-06-09,SKU-12437,12
2025-06-09,SKU-12439,32
2025-06-09,SKU-12456,1
2025-06-09,SKU-12534,6
2025-06-09,SKU-13022,2
2025-06-09,SKU-13336,10
2025-06-09,SKU-13337,10
2025-06-09,SKU-13349,10
2025-06-09,SKU-13351,-2
2025-06-09,SKU-13369,2
2025-06-09,SKU-13447,1
2025-06-09,SKU-13453,1
2025-06-09,SKU-13464,3
2025-06-09,SKU-13495,2
2025-06-09,SKU-13499,2
2025-06-09,SKU-13509,2
2025-06-09,SKU-13523,2
2025-06-09,SKU-13541,1
2025-06-09,SKU-13545,10
2025-06-09,SKU-13552,1
2025-06-09,SKU-13631,1
2025-06-09,SKU-13636,1
2025-06-09,SKU-13650,1
2025-06-09,SKU-13651,2
2025-06-09,SKU-13652,1
2025-06-09,SKU-13693,1
2025-06-09,SKU-13698,-1
2025-06-09,SKU-13702,2
2025-06-09,SKU-13720,1
2025-06-09,SKU-13726,3
2025-06-09,SKU-13734,1
2025-06-09,SKU-13795,1
2025-06-09,SKU-13819,1
2025-06-09,SKU-13825,1
2025-06-09,SKU-14116,1
2025-06-09,SKU-14120,1
2025-06-09,SKU-14129,2
2025-06-09,SKU-14145,1
2025-06-09,SKU-14247,5
2025-06-09,SKU-14280,4
2025-06-09,SKU-14286,24
2025-06-09,SKU-14290,4
2025-06-09,SKU-14291,6
2025-06-09,SKU-14303,51
2025-06-09,SKU-14306,2
2025-06-09,SKU-14320,133
2025-06-09,SKU-14323,163
2025-06-09,SKU-14349,1
2025-06-09,SKU-14350,1
2025-06-09,SKU-14423,4
2025-06-09,SKU-14424,6
2025-06-09,SKU-14426,14
2025-06-09,SKU-14430,1
2025-06-09,SKU-14431,1
2025-06-09,SKU-14438,1
2025-06-09,SKU-14446,2
2025-06-09,SKU-14447,2
2025-06-09,SKU-14448,2
2025-06-09,SKU-14449,2
2025-06-09,SKU-14452,1
2025-06-09,SKU-14468,8
2025-06-09,SKU-14489,1
2025-06-09,SKU-14515,1
2025-06-09,SKU-14516,4
2025-06-09,SKU-14545,1
2025-06-09,SKU-14546,1
2025-06-09,SKU-14558,12
2025-06-09,SKU-14561,12
2025-06-09,SKU-14574,10
2025-06-09,SKU-14581,1
2025-06-09,SKU-14601,-1
2025-06-09,SKU-14603,-1
2025-06-09,SKU-14631,2
2025-06-09,SKU-14634,2
2025-06-09,SKU-14641,10
2025-06-09,SKU-14644,16
2025-06-09,SKU-14647,16
2025-06-09,SKU-14664,1
2025-06-09,SKU-14665,1
2025-06-09,SKU-14726,16
2025-06-09,SKU-14741,2
2025-06-09,SKU-14747,2
2025-06-09,SKU-14761,5
2025-06-09,SKU-14798,2
2025-06-09,SKU-14806,22
2025-06-09,SKU-14838,1
2025-06-09,SKU-14851,2
2025-06-09,SKU-14864,2
2025-06-09,SKU-14872,20
2025-06-09,SKU-14888,11
2025-06-09,SKU-14931,1
2025-06-09,SKU-14959,1
2025-06-09,SKU-15000,4
2025-06-09,SKU-15010,4
2025-06-09,SKU-15054,1
2025-06-09,SKU-15080,2
2025-06-09,SKU-15104,2
2025-06-09,SKU-15105,4
2025-06-09,SKU-15145,10
2025-06-09,SKU-15245,2
2025-06-09,SKU-15284,152
2025-06-09,SKU-15349,1
2025-06-09,SKU-15410,2
2025-06-09,SKU-15421,2
2025-06-09,SKU-15469,2
2025-06-09,SKU-15470,2
2025-06-09,SKU-15485,1
2025-06-09,SKU-15538,3
2025-06-09,SKU-15557,5
2025-06-09,SKU-15561,4
2025-06-09,SKU-15567,1
2025-06-09,SKU-15599,12
2025-06-09,SKU-15601,5
2025-06-09,SKU-15971,5
2025-06-09,SKU-16232,-2
2025-06-09,SKU-16244,1
2025-06-09,SKU-16265,3
2025-06-10,SKU-00002,16
2025-06-10,SKU-00003,27
2025-06-10,SKU-00193,5
2025-06-10,SKU-00207,4
2025-06-10,SKU-00304,1
2025-06-10,SKU-00314,1
2025-06-10,SKU-00332,2
2025-06-10,SKU-00341,2
2025-06-10,SKU-00345,46
2025-06-10,SKU-00347,1
2025-06-10,SKU-00353,1
2025-06-10,SKU-00371,1
2025-06-10,SKU-00375,1
2025-06-10,SKU-00428,2
2025-06-10,SKU-00437,1
2025-06-10,SKU-00440,1
2025-06-10,SKU-00454,1
2025-06-10,SKU-00502,-1
2025-06-10,SKU-00591,1
2025-06-10,SKU-00638,4
2025-06-10,SKU-00670,1
2025-06-10,SKU-00673,4
2025-06-10,SKU-00674,3
2025-06-10,SKU-00856,1
2025-06-10,SKU-00860,1
2025-06-10,SKU-00910,1
2025-06-10,SKU-00916,1
2025-06-10,SKU-00981,1
2025-06-10,SKU-00990,3
2025-06-10,SKU-01021,0
2025-06-10,SKU-01052,1
2025-06-10,SKU-01061,1
2025-06-10,SKU-01076,3
2025-06-10,SKU-01131,1
2025-06-10,SKU-01356,1
2025-06-10,SKU-01534,1
2025-06-10,SKU-01591,1
2025-06-10,SKU-01602,1
2025-06-10,SKU-01650,1
2025-06-10,SKU-01651,1
2025-06-10,SKU-01676,0
2025-06-10,SKU-01939,1
2025-06-10,SKU-02090,3
2025-06-10,SKU-02144,1
2025-06-10,SKU-02173,1
2025-06-10,SKU-02311,1
2025-06-10,SKU-02339,1
2025-06-10,SKU-02399,1
2025-06-10,SKU-02405,1
2025-06-10,SKU-02526,1
2025-06-10,SKU-02648,-1
2025-06-10,SKU-02745,4
2025-06-10,SKU-02810,1
2025-06-10,SKU-02819,5
2025-06-10,SKU-02844,1
2025-06-10,SKU-02937,5
2025-06-10,SKU-02953,1
2025-06-10,SKU-02989,5
2025-06-10,SKU-02990,1
2025-06-10,SKU-03006,4
2025-06-10,SKU-03089,1
2025-06-10,SKU-03101,3
2025-06-10,SKU-03119,1
2025-06-10,SKU-03124,1
2025-06-10,SKU-03145,5
2025-06-10,SKU-03322,-1
2025-06-10,SKU-03378,1
2025-06-10,SKU-03384,6
2025-06-10,SKU-03672,4
2025-06-10,SKU-03767,1
2025-06-10,SKU-03772,2
2025-06-10,SKU-03849,1
2025-06-10,SKU-03865,1
2025-06-10,SKU-03904,8
2025-06-10,SKU-04163,4
2025-06-10,SKU-04176,2
2025-06-10,SKU-04184,1
2025-06-10,SKU-04213,1
2025-06-10,SKU-04262,3
2025-06-10,SKU-04272,1
2025-06-10,SKU-04319,1
2025-06-10,SKU-04423,2
2025-06-10,SKU-04435,2
2025-06-10,SKU-04573,1
2025-06-10,SKU-04576,1
2025-06-10,SKU-04598,2
2025-06-10,SKU-04602,1
2025-06-10,SKU-04604,1
2025-06-10,SKU-04617,1
2025-06-10,SKU-04620,1
2025-06-10,SKU-04710,2
2025-06-10,SKU-04719,2
2025-06-10,SKU-04733,6
2025-06-10,SKU-04792,2
2025-06-10,SKU-04814,1
2025-06-10,SKU-04834,1
2025-06-10,SKU-04864,1
2025-06-10,SKU-04978,1
2025-06-10,SKU-04987,1
2025-06-10,SKU-05047,-1
2025-06-10,SKU-05216,2
2025-06-10,SKU-05240,-2
2025-06-10,SKU-05303,1
2025-06-10,SKU-05544,1
2025-06-10,SKU-05590,1
2025-06-10,SKU-05713,2
2025-06-10,SKU-05765,1
2025-06-10,SKU-05844,1
2025-06-10,SKU-06031,1
2025-06-10,SKU-06106,1
2025-06-10,SKU-06181,4
2025-06-10,SKU-06204,1
2025-06-10,SKU-06205,5
2025-06-10,SKU-06333,2
2025-06-10,SKU-06370,1
2025-06-10,SKU-06406,1
2025-06-10,SKU-06519,1
2025-06-10,SKU-06530,1
2025-06-10,SKU-06548,2
2025-06-10,SKU-06557,4
2025-06-10,SKU-06627,4
2025-06-10,SKU-06651,4
2025-06-10,SKU-06660,2
2025-06-10,SKU-06678,10
2025-06-10,SKU-06688,2
2025-06-10,SKU-06689,4
2025-06-10,SKU-06696,8
2025-06-10,SKU-06827,15
2025-06-10,SKU-06832,2
2025-06-10,SKU-06833,3
2025-06-10,SKU-06906,1
2025-06-10,SKU-06997,1
2025-06-10,SKU-07014,2
2025-06-10,SKU-07022,24
2025-06-10,SKU-07052,1
2025-06-10,SKU-07081,1
2025-06-10,SKU-07107,2
2025-06-10,SKU-07177,2
2025-06-10,SKU-07417,2
2025-06-10,SKU-07440,2
2025-06-10,SKU-07449,2
2025-06-10,SKU-07486,2
2025-06-10,SKU-07487,-1
2025-06-10,SKU-07495,4
2025-06-10,SKU-07573,2
2025-06-10,SKU-07771,6
2025-06-10,SKU-07882,1
2025-06-10,SKU-08067,10
2025-06-10,SKU-08073,5
2025-06-10,SKU-08275,-1
2025-06-10,SKU-08297,1
2025-06-10,SKU-08368,1
2025-06-10,SKU-08380,1
2025-06-10,SKU-08645,1
2025-06-10,SKU-08772,1
2025-06-10,SKU-08865,14
2025-06-10,SKU-08926,2
2025-06-10,SKU-08931,1
2025-06-10,SKU-09020,1
2025-06-10,SKU-09027,1
2025-06-10,SKU-09046,1
2025-06-10,SKU-09090,0
2025-06-10,SKU-09134,2
2025-06-10,SKU-09141,1
2025-06-10,SKU-09184,1
2025-06-10,SKU-09210,1
2025-06-10,SKU-09227,0
2025-06-10,SKU-09275,5
2025-06-10,SKU-09295,1
2025-06-10,SKU-09370,11
2025-06-10,SKU-09400,1
2025-06-10,SKU-09446,2
2025-06-10,SKU-09457,1
2025-06-10,SKU-09499,64
2025-06-10,SKU-09510,23
2025-06-10,SKU-09521,15
2025-06-10,SKU-09527,1
2025-06-10,SKU-09553,1
2025-06-10,SKU-09562,1
2025-06-10,SKU-09578,5
2025-06-10,SKU-09580,1
2025-06-10,SKU-09582,2
2025-06-10,SKU-09587,1
2025-06-10,SKU-09591,1
2025-06-10,SKU-09594,1
2025-06-10,SKU-09616,1
2025-06-10,SKU-09624,3
2025-06-10,SKU-09630,1
2025-06-10,SKU-09647,3
2025-06-10,SKU-09656,10
2025-06-10,SKU-09669,4
2025-06-10,SKU-09760,200
2025-06-10,SKU-09762,50
2025-06-10,SKU-09819,0
2025-06-10,SKU-09835,1
2025-06-10,SKU-09910,1
2025-06-10,SKU-09970,1
2025-06-10,SKU-09980,10
2025-06-10,SKU-09992,1
2025-06-10,SKU-10000,1
2025-06-10,SKU-10054,1
2025-06-10,SKU-10117,20
2025-06-10,SKU-10119,12
2025-06-10,SKU-10121,100
2025-06-10,SKU-10206,5
2025-06-10,SKU-10330,1
2025-06-10,SKU-10342,1
2025-06-10,SKU-10433,1
2025-06-10,SKU-10499,12
2025-06-10,SKU-10531,12
2025-06-10,SKU-10532,4
2025-06-10,SKU-10811,2
2025-06-10,SKU-10904,5
2025-06-10,SKU-10915,1
2025-06-10,SKU-10921,1
2025-06-10,SKU-11001,7
2025-06-10,SKU-11004,2
2025-06-10,SKU-11007,3
2025-06-10,SKU-11011,3
2025-06-10,SKU-11014,2
2025-06-10,SKU-11056,10
2025-06-10,SKU-11069,12
2025-06-10,SKU-11225,1
2025-06-10,SKU-11260,3
2025-06-10,SKU-11270,1
2025-06-10,SKU-11286,1
2025-06-10,SKU-11295,1
2025-06-10,SKU-11311,3
2025-06-10,SKU-11352,1
2025-06-10,SKU-11397,1
2025-06-10,SKU-11425,1
2025-06-10,SKU-11817,2
2025-06-10,SKU-11849,1
2025-06-10,SKU-11862,-1
2025-06-10,SKU-11873,1
2025-06-10,SKU-11876,4
2025-06-10,SKU-11899,4
2025-06-10,SKU-11909,1
2025-06-10,SKU-11940,1
2025-06-10,SKU-11943,16
2025-06-10,SKU-11945,1
2025-06-10,SKU-11947,1
2025-06-10,SKU-11972,1
2025-06-10,SKU-12028,1
2025-06-10,SKU-12029,1
2025-06-10,SKU-12034,1
2025-06-10,SKU-12064,5
2025-06-10,SKU-12065,1
2025-06-10,SKU-12066,1
2025-06-10,SKU-12067,1
2025-06-10,SKU-12068,1
2025-06-10,SKU-12176,10
2025-06-10,SKU-12177,-1
2025-06-10,SKU-12178,10
2025-06-10,SKU-12184,1
2025-06-10,SKU-12207,1
2025-06-10,SKU-12332,3
2025-06-10,SKU-12423,1
2025-06-10,SKU-12437,-12
2025-06-10,SKU-12441,32
2025-06-10,SKU-12456,1
2025-06-10,SKU-12534,6
2025-06-10,SKU-12537,6
2025-06-10,SKU-12576,1
2025-06-10,SKU-12577,0
2025-06-10,SKU-12579,1
2025-06-10,SKU-12592,2
2025-06-10,SKU-12778,1
2025-06-10,SKU-13022,2
2025-06-10,SKU-13080,3
2025-06-10,SKU-13083,1
2025-06-10,SKU-13368,40
2025-06-10,SKU-13462,1
2025-06-10,SKU-13509,2
2025-06-10,SKU-13510,4
2025-06-10,SKU-13551,1
2025-06-10,SKU-13555,3
2025-06-10,SKU-13637,1
2025-06-10,SKU-13650,2
2025-06-10,SKU-13651,6
2025-06-10,SKU-13682,1
2025-06-10,SKU-13693,1
2025-06-10,SKU-13717,2
2025-06-10,SKU-13720,5
2025-06-10,SKU-13726,7
2025-06-10,SKU-13731,1
2025-06-10,SKU-13742,0
2025-06-10,SKU-13795,1
2025-06-10,SKU-13815,1
2025-06-10,SKU-13816,1
2025-06-10,SKU-13825,2
2025-06-10,SKU-13851,1
2025-06-10,SKU-13856,5
2025-06-10,SKU-13988,2
2025-06-10,SKU-14069,1
2025-06-10,SKU-14151,1
2025-06-10,SKU-14280,4
2025-06-10,SKU-14281,4
2025-06-10,SKU-14291,1
2025-06-10,SKU-14303,3
2025-06-10,SKU-14312,1
2025-06-10,SKU-14313,1
2025-06-10,SKU-14316,2
2025-06-10,SKU-14320,154
2025-06-10,SKU-14323,4
2025-06-10,SKU-14326,2
2025-06-10,SKU-14329,4
2025-06-10,SKU-14362,2
2025-06-10,SKU-14366,0
2025-06-10,SKU-14374,2
2025-06-10,SKU-14417,2
2025-06-10,SKU-14421,1
2025-06-10,SKU-14422,1
2025-06-10,SKU-14434,3
2025-06-10,SKU-14446,1
2025-06-10,SKU-14447,2
2025-06-10,SKU-14459,1
2025-06-10,SKU-14461,1
2025-06-10,SKU-14465,11
2025-06-10,SKU-14468,2
2025-06-10,SKU-14472,1
2025-06-10,SKU-14489,3
2025-06-10,SKU-14492,3
2025-06-10,SKU-14561,1
2025-06-10,SKU-14574,4
2025-06-10,SKU-14579,2
2025-06-10,SKU-14581,2
2025-06-10,SKU-14634,2
2025-06-10,SKU-14644,4
2025-06-10,SKU-14647,5
2025-06-10,SKU-14664,5
2025-06-10,SKU-14665,5
2025-06-10,SKU-14717,2
2025-06-10,SKU-14719,2
2025-06-10,SKU-14741,4
2025-06-10,SKU-14745,2
2025-06-10,SKU-14747,10
2025-06-10,SKU-14763,2
2025-06-10,SKU-14802,2
2025-06-10,SKU-14806,1
2025-06-10,SKU-14829,2
2025-06-10,SKU-14838,4
2025-06-10,SKU-14882,2
2025-06-10,SKU-14886,2
2025-06-10,SKU-14997,2
2025-06-10,SKU-15068,8
2025-06-10,SKU-15104,2
2025-06-10,SKU-15114,2
2025-06-10,SKU-15121,4
2025-06-10,SKU-15145,2
2025-06-10,SKU-15146,-1
2025-06-10,SKU-15162,4
2025-06-10,SKU-15201,10
2025-06-10,SKU-15241,20
2025-06-10,SKU-15282,2
2025-06-10,SKU-15284,4
2025-06-10,SKU-15320,3
2025-06-10,SKU-15349,2
2025-06-10,SKU-15357,1
2025-06-10,SKU-15410,2
2025-06-10,SKU-15412,4
2025-06-10,SKU-15421,1
2025-06-10,SKU-15424,2
2025-06-10,SKU-15425,1
2025-06-10,SKU-15447,6
2025-06-10,SKU-15448,4
2025-06-10,SKU-15457,1
2025-06-10,SKU-15490,1
2025-06-10,SKU-15520,2
2025-06-10,SKU-15561,2
2025-06-10,SKU-15596,8
2025-06-10,SKU-15599,3
2025-06-10,SKU-15710,1
2025-06-10,SKU-15722,2
2025-06-10,SKU-15862,1
2025-06-10,SKU-15947,-1
2025-06-10,SKU-15968,1
2025-06-10,SKU-15974,33
2025-06-10,SKU-15980,2
2025-06-10,SKU-16284,1
2025-06-10,SKU-16289,3
2025-06-11,SKU-00001,2
2025-06-11,SKU-00070,1
2025-06-11,SKU-00094,1
2025-06-11,SKU-00208,2
2025-06-11,SKU-00259,1
2025-06-11,SKU-00292,0
2025-06-11,SKU-00304,-1
2025-06-11,SKU-00341,3
2025-06-11,SKU-00345,0
2025-06-11,SKU-00347,0
2025-06-11,SKU-00353,2
2025-06-11,SKU-00375,1
2025-06-11,SKU-00421,2
2025-06-11,SKU-00476,1
2025-06-11,SKU-00512,1
2025-06-11,SKU-00558,1
2025-06-11,SKU-00583,2
2025-06-11,SKU-00591,2
2025-06-11,SKU-00637,1
2025-06-11,SKU-00638,3
2025-06-11,SKU-00670,2
2025-06-11,SKU-00674,2
2025-06-11,SKU-00724,1
2025-06-11,SKU-00725,1
2025-06-11,SKU-00856,2
2025-06-11,SKU-00860,2
2025-06-11,SKU-00879,1
2025-06-11,SKU-00910,1
2025-06-11,SKU-00912,1
2025-06-11,SKU-00990,3
2025-06-11,SKU-00998,111
2025-06-11,SKU-01021,1
2025-06-11,SKU-01052,80
2025-06-11,SKU-01059,1
2025-06-11,SKU-01068,1
2025-06-11,SKU-01076,1
2025-06-11,SKU-01142,2
2025-06-11,SKU-01143,2
2025-06-11,SKU-01256,1
2025-06-11,SKU-01283,1
2025-06-11,SKU-01345,1
2025-06-11,SKU-01481,1
2025-06-11,SKU-01608,1
2025-06-11,SKU-01651,1
2025-06-11,SKU-01676,1
2025-06-11,SKU-01864,1
2025-06-11,SKU-02127,-1
2025-06-11,SKU-02173,1
2025-06-11,SKU-02272,1
2025-06-11,SKU-02374,1
2025-06-11,SKU-02481,3
2025-06-11,SKU-02549,1
2025-06-11,SKU-02596,4
2025-06-11,SKU-02648,0
