sku_id,forecast_28d_qty,forecast_daily_avg,forecast_peak_day_qty,unit_price_proxy,unit_cost_proxy,unit_profit_proxy,last_28d_qty,avg_daily_28d_qty,avg_daily_56d_qty,train_profit_proxy,forecast_28d_revenue,forecast_28d_profit,demand_change_pct,current_stock_assumed,lead_time_days,safety_stock_days,reorder_point,suggested_order_qty,stockout_risk_score,overstock_risk_score,revenue_at_risk_proxy,profit_at_risk_proxy,risk_type,risk_score,recommended_action
SKU-04262,50.0334866407793,1.7869102371706893,2.265767812728882,1331243.6364053187,1115662.6024621732,215581.03394314554,48.0,1.7142857142857142,2.017857142857143,451980131.1,66606760.69770797,10786270.781799762,4.236430501623545,31.48,7,7,25.02,43.57,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-05036,39.90874682040885,1.4253123864431732,1.809980034828186,1073171.7561643836,807432.4786027397,265739.27756164386,28.0,1.0,1.5,186446140.0,42828939.911577925,10605321.548446,42.53123864431733,18.0,7,7,19.95,41.86,9.8,0.0,2092685.0,518192.0,Healthy,0.0,Monitor
SKU-04163,47.637010467238724,1.701321802401383,2.154741048812866,792992.6040554963,572175.8058697972,220816.79818569904,45.0,1.6071428571428572,1.4821428571428572,202510623.0,37775796.97983457,10519052.126514286,5.8600232605304985,24.5,7,7,23.82,46.96,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-14730,192.27629400230944,6.86701050008248,8.695476531982422,213829.0185660906,160157.2220025689,53671.796563521726,265.0,9.464285714285714,5.892857142857143,450703678.91,41114251.240038924,10319814.135679845,-27.44290792365681,74.16,7,7,96.14,214.26,22.9,0.0,4699962.0,1179706.0,Stockout risk,22.9,Prioritize replenishment and confirm supplier availability
SKU-14763,177.740747615695,6.347883843417678,8.044319152832031,188030.4847082495,133891.49979879276,54138.98490945675,298.0,10.642857142857142,6.160714285714286,264709123.0,33420678.926585775,9622703.652961671,-40.355453820236576,53.32,7,7,88.87,213.29,40.0,0.0,6684484.0,1924641.0,Stockout risk,40.0,Prioritize replenishment and confirm supplier availability
SKU-14806,223.20190754719079,7.971496698113957,10.10091495513916,202728.25164461794,159702.7989300947,43025.45271452324,240.0,8.571428571428571,6.464285714285714,587093255.0,45249332.48078564,9603363.118963046,-6.999205188670506,76.53,7,7,111.6,258.27,31.4,0.0,7109680.0,1508903.0,Stockout risk,31.4,Prioritize replenishment and confirm supplier availability
SKU-14644,105.07139457203448,3.7525498061440885,4.758102893829346,330905.1817736404,244729.8748211661,86175.30695247429,150.0,5.357142857142857,4.714285714285714,344887190.12,34768668.920068964,9054559.679169612,-29.95240361864368,39.6,7,7,52.54,118.01,24.6,0.0,4281913.0,1115108.0,Stockout risk,24.6,Prioritize replenishment and confirm supplier availability
SKU-14747,155.9160232548602,5.568429401959293,7.071512699127197,200871.98813643106,144575.04338853186,56296.94474789919,206.0,7.357142857142857,5.125,222883246.65,31319161.573529784,8777595.74649103,-24.312610070456216,80.19,7,7,77.96,153.69,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-14647,96.43420846946537,3.444078873909478,4.364468574523926,327808.6023582539,242739.94875564476,85068.65360260915,140.0,5.0,5.053571428571429,330080444.35,31611963.097899936,8203528.275730748,-31.118422521810444,60.64,7,7,48.22,84.01,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-09497,546.4792591668665,19.51711639881666,24.72958374023437,28097.453877986918,13347.646882926178,14749.80699506074,598.0,21.357142857142858,20.214285714285715,103738862.88,15354675.779717492,8060463.599515059,-8.61550850052399,291.09,7,7,273.24,528.63,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-14468,146.86353675555438,5.24512631269837,6.646543979644775,210676.05860655737,157649.90337090165,53026.15523565572,202.0,7.214285714285714,6.017857142857143,252090300.54,30940631.07667947,7787608.698457456,-27.295278833883973,93.88,7,7,73.43,126.41,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-07022,79.82390034152195,2.850853583625784,3.610476016998291,569226.4743443558,481375.36944127706,87851.1049030787,88.0,3.142857142857143,4.321428571428571,74322619.0,45437877.359819755,7012617.842675944,-9.291022339179603,41.49,7,7,39.91,78.24,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-14888,113.77899692254141,4.0635356043764785,5.148929119110107,184732.1709222561,123165.23183307926,61566.93908917684,187.0,6.678571428571429,4.75,312198194.0,21018641.10685777,7005024.573157746,-39.155616618961815,74.1,7,7,56.89,96.57,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-05957,3.158859990580821,0.11281642823502933,0.1427589952945709,9173199.944444444,6995137.84611111,2178062.0983333336,7.0,0.25,0.125,186364423.85,28976854.290103763,6880193.219425677,-54.87342870598827,3.06,7,7,1.58,1.68,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-05591,2.240000005636829,0.08000000020131533,0.1008440032601356,15078444.444444444,12363942.962222222,2714501.482222222,3.0,0.10714285714285714,0.05357142857142857,18902465.34,33775715.64055017,6080483.335478958,-25.333333145439035,3.36,7,7,1.12,0.0,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-03687,297.89514898508787,10.639112463753138,13.508294105529783,122521.87140774677,102346.15941274469,20175.711995002086,560.0,20.0,10.0,192059063.0,36498671.136942506,6010246.730631371,-46.804437681234305,153.2,7,7,148.95,293.65,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-15974,85.07509972108528,3.0383964186101884,3.851006507873535,304472.5355371901,235430.96472451792,69041.57081267217,127.0,4.535714285714286,4.232142857142857,243248157.09,25903031.32315813,5873718.521788456,-33.011732503082456,35.55,7,7,42.54,92.07,16.4,0.0,2128263.0,482601.0,Stockout risk,16.4,Prioritize replenishment and confirm supplier availability
SKU-06833,44.40346794575453,1.5858381409198046,2.008476972579956,912161.8783482143,781557.7533482143,130604.125,155.0,5.535714285714286,8.446428571428571,116815701.0,40503150.726574175,5799276.078020818,-71.35260132531967,81.09,7,7,22.2,0.0,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-10499,47.902792900335044,1.710814032154823,2.167977333068848,572712.5969077857,452494.30670900055,120218.2901987852,52.0,1.8571428571428572,2.267857142857143,211293346.0,27434532.921086725,5758791.858224785,-7.879244422432609,35.38,7,7,23.95,36.47,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-12064,58.434770576655865,2.086956092023424,2.6351161003112797,606559.1731074642,508150.3673901535,98408.8057173107,85.0,3.0357142857142856,2.3035714285714284,122721470.12,35444146.12170076,5750495.984813751,-31.25321108628722,27.64,7,7,29.22,60.01,5.4,0.0,958363.0,155486.0,Healthy,0.0,Monitor
SKU-09762,658.9743878170848,23.534799564895884,29.81502914428711,34674.41099362814,25949.216730038024,8725.194263590114,1046.0,37.357142857142854,40.0,491045923.0,22849548.7574441,5749679.548434435,-37.0005365375636,528.0,7,7,329.49,460.46,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-14882,95.17243252834305,3.3990154474408234,4.307419776916504,218770.39600938966,158922.23164319247,59848.16436619719,97.0,3.4642857142857144,4.857142857142857,248956831.13,20820910.753402527,5695895.385087087,-1.884090176965926,40.8,7,7,47.59,101.96,14.3,0.0,1485451.0,406369.0,Healthy,0.0,Monitor
SKU-09521,263.1445367569104,9.398019169889656,11.977313041687012,102990.61170980059,81368.09993126856,21622.511778532033,312.0,11.142857142857142,8.446428571428571,249741942.31,27101416.80868631,5689845.84548265,-15.658802321503082,90.22,7,7,131.57,304.49,31.4,0.0,4258662.0,894091.0,Stockout risk,31.4,Prioritize replenishment and confirm supplier availability
SKU-06689,42.289388201897964,1.5103352929249272,1.9128340482711792,912322.9717314488,782603.0459363958,129719.92579505302,148.0,5.285714285714286,7.839285714285714,109426839.0,38581580.31706042,5485776.299468394,-71.42608905277164,103.48,7,7,21.14,0.0,0.0,22.3,0.0,0.0,Healthy,0.0,Monitor
SKU-06651,126.13233524234965,4.504726258655345,5.693424224853516,150565.9875699192,107307.10533043298,43258.88223948622,137.0,4.892857142857143,3.9107142857142856,201657409.69,18991239.6202645,5456343.836840201,-7.932602012883463,43.25,7,7,63.07,145.95,31.4,0.0,2984218.0,857391.0,Stockout risk,31.4,Prioritize replenishment and confirm supplier availability
SKU-15599,189.44579972606152,6.7659214187879115,8.655097007751465,132337.22369813095,103746.64720289173,28590.57649523922,1236.0,44.142857142857146,26.196428571428573,477040403.0,25070731.17701912,5416364.628769731,-84.67266992507592,314.36,7,7,94.72,0.0,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-09691,13.655001981998794,0.4876786422142426,0.6176220178604126,1351908.488454707,986535.4603552397,365373.0280994673,26.0,0.9285714285714286,0.4642857142857143,182565780.0,18460313.089330018,4989169.422867127,-47.48076160769695,8.78,7,7,6.83,11.71,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-01470,12.972391906776465,0.46329971095630235,0.5841172337532043,2124127.640860215,1748304.850215054,375822.79064516095,24.0,0.8571428571428571,0.6785714285714286,157626828.41,27555016.21725524,4875320.527747432,-45.94836705509806,8.55,7,7,6.49,10.91,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-04189,12.728984872344881,0.45460660258374574,0.5721740126609802,1508801.5111940298,1136051.7422761195,372749.7689179103,26.0,0.9285714285714286,0.6428571428571429,92287830.0,19205511.6113599,4744726.169726131,-51.04236587559661,11.57,7,7,6.36,7.52,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-15980,39.647462856955826,1.4159808163198508,1.793282985687256,610577.5347288296,505104.7182302569,105472.8164985727,44.0,1.5714285714285714,1.4285714285714286,105669761.0,24207850.12945293,4181729.574545679,-9.89212987055494,22.29,7,7,19.82,37.18,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-00001,3.3599999851430753,0.11999999946939555,0.1512659937143325,1202811.1,0.0,1202811.1,8.0,0.2857142857142857,0.17857142857142858,36084333.0,4041445.2781299264,4041445.2781299264,-58.00000018571156,5.0,7,7,1.68,0.04,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-02506,8.512579503963934,0.3040206965701405,0.3848764896392822,1948851.5792507206,1481290.321498559,467561.2577521615,22.0,0.7857142857142857,0.8035714285714286,154726091.44,16589754.00979743,3980152.3795886477,-61.306456800163936,10.12,7,7,4.26,2.65,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-01648,31.514978535473347,1.1255349476954766,1.42629873752594,703508.4717868338,577852.5379780565,125655.93380877736,15.0,0.5357142857142857,1.1964285714285714,235267889.55,22171054.387885723,3960044.0568384784,110.09985690315564,14.36,7,7,15.76,32.91,8.9,0.0,984912.0,175918.0,Healthy,0.0,Monitor
SKU-08865,119.83999947085977,4.279999981102135,5.395158767700195,194289.44950645405,161478.50797266516,32810.94153378889,286.0,10.214285714285714,6.375,41416010.0,23283647.52604709,3932063.2160476716,-58.097902282916166,76.5,7,7,59.92,103.26,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-05053,9.211813064990563,0.328993323749663,0.4210410118103027,1382610.7954545454,958568.4924242424,424042.303030303,17.0,0.6071428571428571,0.32142857142857145,101995695.0,12736352.189365176,3906198.4271632326,-45.812864323584925,7.7,7,7,4.61,6.12,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-14838,62.243952869903296,2.2229983167822605,2.815523147583008,320663.2717948718,259500.4987931624,61162.77300170937,198.0,7.071428571428571,4.75,176699609.63,19959349.57670899,3807012.760110992,-68.56366016671551,68.4,7,7,31.12,24.96,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-04882,43.15389388310723,1.5412104958252582,1.9542192220687864,305110.6024925595,217250.9960063244,87859.60648623513,84.0,3.0,3.6607142857142856,465862490.42,13166710.562574826,3791484.1349185505,-48.62631680582473,43.93,7,7,21.58,20.8,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-00998,58.61785698798485,2.0934948924280303,2.652914524078369,158395.28291184118,94236.1199692744,64159.16294256678,65.0,2.3214285714285716,2.3035714285714284,267461246.39,9284792.041297706,3760872.637836197,-9.818681556946384,30.41,7,7,29.31,57.52,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-09510,154.16087775630876,5.505745634153884,7.089911937713623,105123.51132448875,81648.06480172982,23475.446522758924,247.0,8.821428571428571,8.535714285714286,310421547.0,16205932.77860845,3618995.441669802,-37.586689167486334,112.67,7,7,77.08,118.57,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-14465,79.43695295811631,2.8370340342184397,3.594275951385498,201794.98695893452,156835.21814095447,44959.768817980046,143.0,5.107142857142857,4.089285714285714,318279943.66,16029978.886240575,3571467.040601665,-44.44968324607251,49.07,7,7,39.72,70.09,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-03143,29.691005497938022,1.0603930534977866,1.6993176937103271,549767.5156637367,431604.3559071445,118163.15975659224,77.0,2.75,1.3571428571428572,513679143.07,16323150.330159735,3508383.025986709,-61.44025260008049,11.4,7,7,14.85,33.14,23.2,0.0,1896698.0,407663.0,Stockout risk,23.2,Prioritize replenishment and confirm supplier availability
SKU-14872,58.61609198781662,2.093431856707736,2.652914524078369,222535.18579343095,162724.75721804512,59810.42857538583,129.0,4.607142857142857,2.8214285714285716,293644648.82,13044142.92099361,3505853.5832055514,-54.56116900169255,37.24,7,7,29.31,50.69,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-05824,2.8000000070314846,0.10000000025112445,0.1260550022125244,3541616.8181818184,2307361.25,1234255.5681818184,5.0,0.17857142857142858,0.10714285714285714,48792113.0,9916527.115811916,3455915.5995877404,-43.999999859370305,2.62,7,7,1.4,1.58,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-15968,41.28540419135243,1.4744787211197294,1.8674437999725344,504494.9608591885,421046.907875895,83448.05298329354,31.0,1.1071428571428572,1.2321428571428572,170390327.0,20828278.371572122,3445186.5963966665,33.178723197911054,14.15,7,7,20.64,47.78,31.4,0.0,3274172.0,541578.0,Stockout risk,31.4,Prioritize replenishment and confirm supplier availability
SKU-11014,71.13779223011807,2.540635436789931,3.217747926712036,237628.33419506464,189335.3616921269,48292.972502937744,89.0,3.1785714285714284,3.732142857142857,202764372.0,16904355.06595757,3435455.44408879,-20.069896370653858,44.79,7,7,35.57,61.92,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-14798,59.24647953826934,2.1159456977953335,2.681439161300659,209447.41404695582,151983.2414504576,57464.17259649822,136.0,4.857142857142857,3.392857142857143,279930111.0,12409021.930676395,3404549.9259220096,-56.436412104213716,28.5,7,7,29.62,60.37,3.8,0.0,234581.0,64360.0,Healthy,0.0,Monitor
SKU-09698,11.4460839566309,0.4087887127368179,0.5190010070800781,1294100.3798111838,1004532.7044299201,289567.6753812637,22.0,0.7857142857142857,0.39285714285714285,384363300.88,14812381.595626745,3314415.9235403873,-47.97234565167772,7.36,7,7,5.72,9.81,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-07573,14.324116304283962,0.5115755822958558,0.6446232795715332,805093.0729978739,581359.8105811481,223733.26241672575,30.0,1.0714285714285714,0.8571428571428571,289696881.24,11532246.813394923,3204781.271994063,-52.25294565238679,20.06,7,7,7.16,1.42,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-00208,17.87026731262449,0.6382238325937318,0.8044367432594299,688092.8932443704,509064.15947456216,179028.7337698082,38.0,1.3571428571428572,1.0,198657043.55,12296403.938194085,3199291.329107156,-52.972980756251346,21.6,7,7,8.94,5.21,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-05533,4.743782992998603,0.16942082117852153,0.2145780026912689,2720847.65625,2053880.909375,666966.746875,12.0,0.42857142857142855,0.26785714285714285,75674331.68,12907110.838258859,3163945.510721229,-60.46847505834497,9.38,7,7,2.37,0.0,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-04176,12.446232916263398,0.4445083184379785,0.5665209889411926,1256227.26306914,1003305.6158937606,252921.64717537945,24.0,0.8571428571428571,0.9464285714285714,289696837.0,15635297.11191861,3147921.7303097653,-48.14069618223584,18.74,7,7,6.22,0.0,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-09765,22.57960240636021,0.8064143716557217,1.0345062017440796,568278.6595253791,429093.0540540541,139185.605471325,59.0,2.107142857142857,2.482142857142857,403650951.0,12831506.188102404,3142755.6322310325,-61.72948744684711,20.85,7,7,11.29,13.02,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-13629,6.843564960581715,0.24441303430648983,0.3093380033969879,1822801.8927038626,1370621.296137339,452180.59656652366,13.0,0.4642857142857143,0.26785714285714285,100756464.0,12474463.162990186,3094527.286517598,-47.357192610909884,3.37,7,7,3.42,6.89,1.5,0.0,91140.0,22609.0,Healthy,0.0,Monitor
SKU-00343,16.80000435328111,0.6000001554743254,0.7563310265541077,1305818.6899563319,1125856.9213973798,179961.76855895203,31.0,1.1071428571428572,1.25,38973290.0,21937759.67586221,3023358.495214562,-45.80643757006093,15.75,7,7,8.4,9.45,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-04257,7.83999609237071,0.2799998604418111,0.3529540002346039,1189148.0,805723.225,383424.775,14.0,0.5,0.25,12692692.0,9322915.673250446,3006048.737718119,-44.00002791163779,4.03,7,7,3.92,7.73,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-03772,19.391285919526126,0.6925459256973616,0.87798672914505,747360.4848095849,593414.4454086436,153946.03940094134,45.0,1.6071428571428572,1.0714285714285714,351779150.01,14492280.845898323,2985211.666202288,-56.908253512164165,25.07,7,7,9.7,4.02,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-03138,4.729594979842658,0.16891410642295207,0.2148759961128235,2303229.3333333335,1672573.1491156463,630656.1842176872,9.0,0.32142857142857145,0.16071428571428573,85105014.08,10893341.892359687,2982748.3228827002,-47.44894466841491,5.32,7,7,2.36,1.77,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-12176,233.96478658821434,8.35588523529337,10.705636024475098,163722.01169570407,151145.20057232823,12576.811123375839,295.0,10.535714285714286,11.160714285714286,707699350.88,38305185.52617854,2942530.9304409083,-20.689902851452764,133.93,7,7,116.98,217.01,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-14641,51.80803154036403,1.8502868407272868,2.356712102890014,207876.06281134937,151152.81496859432,56723.24784275505,94.0,3.357142857142857,3.1785714285714284,256688849.43,10769649.618617082,2938719.8133093393,-44.88507282939997,41.96,7,7,25.9,35.75,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-14615,43.346671706298366,1.5480954180820845,1.9606549739837649,226500.94565859422,158809.03463083284,67691.91102776138,82.0,2.9285714285714284,1.9285714285714286,112771910.27,9818062.13262921,2934219.0444923304,-47.1382052362215,30.09,7,7,21.67,34.93,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-01149,11.760003887116909,0.4200001388256039,0.5294309854507446,889945.7251184834,646522.7497630331,243422.9753554503,22.0,0.7857142857142857,0.4642857142857143,45728842.0,10465765.186716441,2862655.136393659,-46.54543687674133,6.69,7,7,5.88,10.95,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-04260,6.929042005038354,0.2474657858942269,0.3171640038490295,1222213.405882353,810520.9705882353,411692.43529411766,11.0,0.39285714285714285,0.48214285714285715,125639824.0,8468768.028479815,2852634.177309476,-37.008709045105874,9.55,7,7,3.46,0.84,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-09771,17.089210136968177,0.6103289334631492,0.7702032327651978,576693.6225875625,410133.474810579,166560.14777698356,36.0,1.2857142857142858,1.0714285714285714,218902428.0,9855238.501048274,2846381.365805345,-52.529971841755064,25.07,7,7,8.54,0.56,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-13660,6.707599956105696,0.23955714128948916,0.3012099862098694,1954171.3578431373,1532099.337254902,422072.02058823523,13.0,0.4642857142857143,0.39285714285714285,83306730.0,13107799.714091636,2831090.2667710893,-48.40307726072541,7.07,7,7,3.35,2.99,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-00113,4.231354984804056,0.15111982088585912,0.1921679973602295,2712709.470588235,2045212.817254902,667496.6533333331,8.0,0.2857142857142857,0.14285714285714285,97089321.96000001,11478436.7406987,2824415.2914220234,-47.10806268994931,4.23,7,7,2.12,2.12,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-13552,38.060496913967654,1.3593034612131305,1.7215509414672852,317215.77597402595,243250.42854545452,73965.34742857143,81.0,2.892857142857143,3.1607142857142856,111593061.0,12073390.06252127,2815157.8775456883,-53.0117322049782,26.55,7,7,19.03,30.54,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-03233,2.240000005636829,0.08000000020131533,0.1008440032601356,5660173.529411765,4412361.135882353,1247812.3935294114,4.0,0.14285714285714285,0.07142857142857142,14254889.69,12678788.737787783,2795099.7685395866,-43.999999859079274,3.64,7,7,1.12,0.0,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-11398,76.41447608126327,2.7290884314736883,3.461421012878418,101929.21775956285,65405.726756830605,36523.49100273224,209.0,7.464285714285714,12.785714285714286,131439017.0,7788867.772469991,2790923.429632517,-63.4380497218836,138.09,7,7,38.21,0.0,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-07771,85.10741482209414,3.039550529360505,3.8495800495147705,140888.48050139277,108125.15898792943,32763.321513463336,188.0,6.714285714285714,3.6964285714285716,138260578.37,11990654.353686556,2788401.5949959652,-54.73009849888609,35.49,7,7,42.55,92.17,16.6,0.0,994673.0,231309.0,Stockout risk,16.6,Prioritize replenishment and confirm supplier availability
SKU-05302,10.080004031769931,0.36000014399178326,0.4537979960441589,1293060.5263157894,1017025.6315789474,276034.894736842,17.0,0.6071428571428571,0.30357142857142855,9490154.0,13034055.318585707,2782432.8518565563,-40.70585863664746,6.48,7,7,5.04,8.64,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-15421,65.80499131185934,2.3501782611378337,2.981975078582764,104697.15084134616,63675.261418269234,41021.88942307692,135.0,4.821428571428571,5.589285714285714,66503282.0,6889595.101491211,2699445.0770816314,-51.2555619912153,46.95,7,7,32.9,51.75,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-01828,2.8000000070314846,0.10000000025112445,0.1260550022125244,3275593.173076923,2314581.948076923,961011.2250000001,4.0,0.14285714285714285,0.07142857142857142,41378362.3,9171660.907647667,2690831.436757336,-29.999999824212885,2.8,7,7,1.4,1.4,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-00660,16.80000435328111,0.6000001554743254,0.7563310265541077,529039.1818181818,368933.32345454546,160105.8583636363,30.0,1.0714285714285714,0.5714285714285714,25876353.63,8887860.557601731,2689779.117494899,-43.999985489062965,9.72,7,7,8.4,15.48,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-12534,62.345805851276964,2.2266359232598916,2.8791580200195312,189072.2696061223,146153.80460577126,42918.46500035105,158.0,5.642857142857143,7.178571428571429,1215803793.0,11787863.012723597,2675786.2863467117,-60.54062920805256,94.76,7,7,31.17,0.0,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-04434,17.968550252960995,0.6417339376057498,0.8059080243110657,846958.2695262484,701605.2274519847,145353.0420742638,34.0,1.2142857142857142,1.6964285714285714,443808787.02,15218612.228143279,2611783.440932163,-47.15132278540884,30.54,7,7,8.98,0.0,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-14894,37.52000451460481,1.340000161235886,1.6891390085220337,210077.28596187176,141227.01559792028,68850.27036395148,86.0,3.0714285714285716,1.6607142857142858,36555624.0,7882100.717705353,2583262.454887221,-56.37208777371534,23.91,7,7,18.76,32.37,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
